Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
Dr. Naman Tamta   (Physiotherapist),"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",Physiotherapist,2 years experience overall,"Whitefield,",Bangalore,100%,11 Patient Stories,₹500
Dr. Sumi Dey   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology",Physiotherapist,8 years experience overall,"Jayanagar 4 Block,",Bangalore,91%,1 Patient Story,₹650
Dr. Imranulla S   (Physiotherapist),"MBBS, DGO, DNB - Obstetrics & Gynecology, Diploma in Reproductive Medicine (Germany)",Physiotherapist,7 years experience overall,"Jayanagar 4 Block,",Bangalore,100%,,Free Consultation
Dr. J Mazumder   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology",Physiotherapist,14 years experience overall,"Jayanagar,",Bangalore,,,₹400
Dr. Abhijeet Singh Thakur   (Physiotherapist),BDS,Physiotherapist,1 year experience,"Rajanukunte,",Bangalore,,,₹1100
Dr. Gali Sharath   (Physiotherapist),"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",Physiotherapist,17 years experience overall,"Sahakaranagar,",Bangalore,100%,1 Patient Story,₹650
Dr. Pradeepa,"BDS, MDS - Periodontics",Infertility Specialist,16 years experience overall,"Jayanagar 9 Block,",Bangalore,98%,26 Patient Stories,₹650
Dr. Shilpa Ellur,BDS,Infertility Specialist,18 years experience overall,"Whitefield,",Bangalore,97%,61 Patient Stories,₹900
Dr. Vidya Gayathri S,BDS,Infertility Specialist,16 years experience overall,"Whitefield,",Bangalore,97%,85 Patient Stories,₹850
Dr. Shashikala Ksheerasagar,"BDS, MDS - Oral & Maxillofacial Surgery",Infertility Specialist,21 years experience overall,"Millers Road,",Bangalore,100%,14 Patient Stories,₹1000
Dr. Sunitha Gali,"MDS - Prosthodontist And Crown Bridge, BDS",Infertility Specialist,17 years experience overall,"Sahakaranagar,",Bangalore,91%,11 Patient Stories,₹500
Dr. Suchithra Reddy,"BDS, MDS - Prosthodontics",Infertility Specialist,11 years experience overall,"Murugeshpalya,",Bangalore,100%,12 Patient Stories,₹600
Dr. Vandana Ramanathan,"BDS, MDS - Paedodontics And Preventive Dentistry",Infertility Specialist,10 years experience overall,"Kalyan Nagar,",Bangalore,100%,2 Patient Stories,₹550
Dr. Rubeena Zainab,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",Infertility Specialist,10 years experience overall,"Indiranagar,",Bangalore,,,₹900
Dr. Latha Shankar,"MBBS, MD - Obstetrics & Gynaecology",Infertility Specialist,28 years experience overall,"Sahakaranagar,",Bangalore,97%,42 Patient Stories,₹850
Dr. Akshatha S,"MBBS, MD - Obstetrics & Gynaecology",Infertility Specialist,6 years experience overall,"Indiranagar,",Bangalore,,,₹250
Dr. Ajay Arora,"MBBS, DGO",Dentist,21 years experience overall,"Rohini Sector 7,",Delhi,96%,39 Patient Stories,₹300
Dr. Pratik Aggrawal,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)",Dentist,12 years experience overall,"Old Rajendra Nagar,",Delhi,89%,14 Patient Stories,₹1600
Dr. Nikhil Goyal,"MBBS, MS - Obstetrics & Gynaecology",Dentist,11 years experience overall,"Rohini Sector 8,",Delhi,98%,32 Patient Stories,₹200
Dr. Amit Baranwal,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",Dentist,23 years experience overall,"Dwarka Sector 6,",Delhi,92%,30 Patient Stories,₹500
Dr. Divyangna Chaudhary,"MBBS, DGO",Dentist,12 years experience overall,"Vikas Puri,",Delhi,85%,10 Patient Stories,₹500
Dr. Surya Prakash Bharadwaj,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Dentist,17 years experience overall,"Dwarka,",Delhi,99%,486 Patient Stories,₹500
Dr. Nidhi Walia,"MBBS, MS - Obstetrics & Gynaecology",Dentist,9 years experience overall,"Preet Vihar,",Delhi,100%,13 Patient Stories,₹400
Dr. Anil Sharma,"MBBS, MD - Obstetrics & Gynaecology",Dentist,27 years experience overall,"Munirka,",Delhi,98%,18 Patient Stories,₹500
Dr. Parineeta Sharma,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",Dentist,10 years experience overall,"Malviya Nagar,",Delhi,100%,12 Patient Stories,₹400
Dr. Shruti Goyal,"MBBS, MD - Pediatrics",Dentist,9 years experience overall,"Rohini Sector 8,",Delhi,98%,44 Patient Stories,₹200
Dr. Pankaj Talwar,"DM - Clinical Haematology, MBBS, Fellow of the Royal College of Pathologists of Australasia (FRCPA), MD - Pediatrics",Gynecologist/Obstetrician,31 years experience overall,"Lajpat Nagar,",Delhi,100%,27 Patient Stories,Free Consultation
Dr. Rashmi Agarwal,"FRCP, MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MRCP (UK)",Gynecologist/Obstetrician,45 years experience overall,"Punjabi Bagh,",Delhi,91%,16 Patient Stories,₹1000
Dr. Suman Sabharwal,"MD - Pediatrics, MBBS",Gynecologist/Obstetrician,47 years experience overall,"Karol Bagh,",Delhi,75%,3 Patient Stories,₹800
Dr. Sushma Dikhit,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,41 years experience overall,"Patparganj,",Delhi,63%,22 Patient Stories,₹1100
Dr. Anita Gupta,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,39 years experience overall,"Greater Kailash Part 2,",Delhi,98%,42 Patient Stories,₹1500
Dr. Neema Sharma,"MBBS, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,26 years experience overall,"Vasant Kunj,",Delhi,95%,42 Patient Stories,₹1200
Dr. Rushda Riaz,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,12 years experience overall,"Mayur Vihar Ph-II,",Delhi,96%,21 Patient Stories,₹700
Dr. Shweta Sardana Lochan,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",Gynecologist/Obstetrician,16 years experience overall,"Dilshad Garden,",Delhi,92%,12 Patient Stories,₹800
Dr. Rekha Khandelwal,"MBBS, MS - Orthopaedics, FRCS - General Surgery",Gynecologist/Obstetrician,45 years experience overall,"Malviya Nagar,",Delhi,83%,14 Patient Stories,₹1000
Dr. Sagarika Aggarwal,"MBBS, MS - Orthopaedics, Diploma in Tuberculosis and Chest Diseases (DTCD)",Gynecologist/Obstetrician,24 years experience overall,"Lajpat Nagar,",Delhi,,,Free Consultation
Dr. Ajay Kumar,"MBBS, MS - Orthopaedics",Pediatrician,12 years experience overall,"Mahavir Enclave,",Delhi,100%,2 Patient Stories,₹500
Dr. Anupama Gupta,"MBBS, MS - Orthopaedics",Pediatrician,33 years experience overall,"Panchsheel Park,",Delhi,90%,10 Patient Stories,₹1500
Dr. Dinesh Bhurani,"MBBS, MS - Orthopaedics",Pediatrician,29 years experience overall,"Rohini,",Delhi,92%,43 Patient Stories,₹1300
Dr. Saroja Balan,"DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics, MBBS",Pediatrician,37 years experience overall,"Sarita Vihar,",Delhi,90%,7 Patient Stories,₹1000
Dr. Shubham Garg,"MBBS, MS - Orthopaedics",Pediatrician,20 years experience overall,"Pitampura,",Delhi,100%,6 Patient Stories,₹1000
Dr. Arvind Bountra,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Pediatrician,38 years experience overall,"Saket,",Delhi,96%,74 Patient Stories,₹1200
Dr. Vineet Bhushan Gupta,"MBBS, MS - Orthopaedics",Pediatrician,36 years experience overall,"Sarita Vihar,",Delhi,50%,4 Patient Stories,₹2000
Dr. Siddharth Garg,"MS - Obstetrics & Gynaecology, MBBS",Pediatrician,9 years experience overall,"Vikas Puri,",Delhi,100%,36 Patient Stories,₹500
Dr. Shacchee Baweja,"MBBS, MD - Obstetrics & Gynaecology",Pediatrician,22 years experience overall,"Pusa Road,",Delhi,100%,3 Patient Stories,₹1500
Dr. Rachna Sharma,"MBBS, MS - Obstetrics & Gynaecology",Pediatrician,19 years experience overall,"Pusa Road,",Delhi,,,₹1000
Dr. Aroop Mukherjee,"MBBS, DNB - Obstetrics & Gynecology, DGO",Orthopedist,33 years experience overall,"Panchsheel Park,",Delhi,75%,2 Patient Stories,₹1500
Dr. (Prof) Raju Vaishya,"MBBS, MD - Obstetrics & Gynaecology",Orthopedist,40 years experience overall,"Sukhdev Vihar,",Delhi,86%,47 Patient Stories,₹1200
Dr. Kamal Dureja,"MBBS, DNB - Obstetrics & Gynecology",Orthopedist,40 years experience overall,"Saket,",Delhi,92%,28 Patient Stories,₹1500
Dr. Biren Nadkarni,"MBBS, MD - Obstetrics & Gynaecology",Orthopedist,25 years experience overall,"Hauz Khas,",Delhi,98%,93 Patient Stories,₹1200
Dr. Mohan Chand,"MBBS, DNB - Obstetrics & Gynecology",Orthopedist,21 years experience overall,"Patparganj,",Delhi,100%,14 Patient Stories,₹700
Dr. Sandeep Singh,"MBBS, DGO, Diploma in Advanced Endoscopic Gynae Surgery",Orthopedist,21 years experience overall,"Chattarpur,",Delhi,95%,4 Patient Stories,₹800
Dr. Vinod Kumar Sabharwal,"MD - Obstetrics & Gynaecology, MBBS",Orthopedist,41 years experience overall,"Dwarka Sector 12,",Delhi,78%,8 Patient Stories,₹1000
Dr. Lalit Sagar,BDS,Orthopedist,22 years experience overall,"Preet Vihar,",Delhi,100%,1 Patient Story,₹600
Dr. (Prof.) Anil Arora,"BDS, MDS - Periodontology and Oral Implantology",Orthopedist,35 years experience overall,"Patparganj,",Delhi,83%,19 Patient Stories,₹1800
Dr. Rakesh Chandra Arya,BDS,Orthopedist,42 years experience overall,"Patparganj,",Delhi,100%,1 Patient Story,₹700
Dr. Rupali Bhatia,"BDS, MDS - Oral & Maxillofacial Surgery",Infertility Specialist,10 years experience overall,"Punjabi Bagh,",Delhi,100%,1 Patient Story,₹1000
Dr. Ashima Gulia,BDS,Infertility Specialist,15 years experience overall,"Malviya Nagar,",Delhi,100%,1 Patient Story,₹1100
Dr. Madhu Khandelwal,"BDS, MDS - Oral & Maxillofacial Surgery",Infertility Specialist,28 years experience overall,"Punjabi Bagh,",Delhi,,,₹1000
Dr. Aanchal Agarwal,BDS,Infertility Specialist,21 years experience overall,"Punjabi Bagh,",Delhi,100%,,₹1000
Dr. Arvind Kumar Vaid,"BDS, MDS - Orthodontics",Infertility Specialist,19 years experience overall,"Patel Nagar South,",Delhi,100%,7 Patient Stories,₹500
Dr. Gitika Sharma,"BDS, MDS - Oral & Maxillofacial Surgery",Infertility Specialist,11 years experience overall,"Punjabi Bagh,",Delhi,,,₹1000
Dr. Shipra Singla,BDS,Infertility Specialist,11 years experience overall,"Patparganj,",Delhi,,,₹1100
Dr. Richa seth,"MBBS, DNB - Obstetrics & Gynecology, Post Doctoral Fellowship in Reproductive Medicine",Infertility Specialist,14 years experience overall,"Panchsheel Park,",Delhi,,,₹1200
Dr. Aastha Gupta,"MBBS, MD - Obstetrics & Gynaecology",Infertility Specialist,11 years experience overall,"Mandi House,",Delhi,,,₹1200
Dr. Brigadier RK Sharma,"DNB - Obstetrics & Gynecology, MBBS",Infertility Specialist,39 years experience overall,"Janakpuri,",Delhi,100%,3 Patient Stories,₹1000
Dr. Sachin Salunkhe,"DNB - Obstetrics & Gynecology, DGO, MBBS",Dentist,12 years experience overall,"Mulund West,",Mumbai,100%,3 Patient Stories,₹200
Dr. Sanket Brahmbhatt,"MBBS, MD - Obstetrics & Gynaecology, DGO",Dentist,10 years experience overall,"Vileparle West,",Mumbai,100%,10 Patient Stories,₹300
Dr. Shipra Jhawar,"DNB - Obstetrics & Gynecology, MBBS",Dentist,7 years experience overall,"Walkeshwar,",Mumbai,100%,33 Patient Stories,₹300
Dr. Rahul N. Patil,"MD - Obstetrics & Gynaecology, MBBS",Dentist,15 years experience overall,"Chandivali,",Mumbai,94%,46 Patient Stories,₹400
Dr. Kinnari,"MBBS, DGO, MD - Obstetrics & Gynaecology",Dentist,10 years experience overall,"Borivali West,",Mumbai,100%,1 Patient Story,₹200
Dr. Abbasali Barodawala,"MBBS, MD - Obstetrics & Gynaecology",Dentist,12 years experience overall,"Andheri West,",Mumbai,100%,19 Patient Stories,₹500
Dr. Maya Nair,"MBBS, DGO",Dentist,9 years experience overall,"Mulund West,",Mumbai,99%,157 Patient Stories,₹500
Dr. Amar Ravjiani,"BDS, MDS - Community Dentistry",Dentist,30 years experience overall,"Ghatkopar East,",Mumbai,98%,138 Patient Stories,₹750
Dr. Adil Gandevivala,BDS,Dentist,14 years experience overall,"Tardeo,",Mumbai,99%,45 Patient Stories,₹500
Dr. Forum Shah Gada,BDS,Dentist,7 years experience overall,"Malad,",Mumbai,99%,75 Patient Stories,₹500
Dr. Devika Chopra,BDS,Gynecologist/Obstetrician,16 years experience overall,"Tardeo,",Mumbai,99%,172 Patient Stories,₹1500
Dr. Vanita Raut,BDS,Gynecologist/Obstetrician,42 years experience overall,"Powai,",Mumbai,97%,32 Patient Stories,₹1300
Dr. Rachana Kaveri,BDS,Gynecologist/Obstetrician,7 years experience overall,"Andheri,",Mumbai,100%,5 Patient Stories,₹800
Dr. Nirmal Nitin Gujarathi,BDS,Gynecologist/Obstetrician,16 years experience overall,"Malad West,",Mumbai,100%,6 Patient Stories,₹1000
Dr. Swati Shah,"BDS, MDS - Orthodontics",Gynecologist/Obstetrician,30 years experience overall,"Santacruz West,",Mumbai,100%,2 Patient Stories,₹2200
Dr. Hemashree Patel,"BDS, MDS - Periodontology and Oral Implantology",Gynecologist/Obstetrician,16 years experience overall,"Kandivali West,",Mumbai,98%,116 Patient Stories,₹1200
Dr. Shyam V Desai,BDS,Gynecologist/Obstetrician,45 years experience overall,"Malad West,",Mumbai,100%,,₹1200
Dr. Atul Ganatra,"MBBS, DGO",Gynecologist/Obstetrician,33 years experience overall,"Mulund West,",Mumbai,88%,5 Patient Stories,₹1300
Dr. Ketan Pandit,"MBBS, MS - Obstetrics & Gynaecology",Gynecologist/Obstetrician,32 years experience overall,"Mulund West,",Mumbai,100%,5 Patient Stories,₹1300
Dr. Archana R. Gaikwad,"DNB - Obstetrics & Gynecology, DGO, MBBS",Gynecologist/Obstetrician,16 years experience overall,"Chembur East,",Mumbai,100%,2 Patient Stories,₹500
Dr. Naveen N,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Dentist,21 years experience overall,"Rajarajeshwarinagar,",Bangalore,97%,39 Patient Stories,₹300
Dr. Archana Diwan,"MBBS, MD - Obstetrics & Gynaecology",Dentist,22 years experience overall,"Horamavu,",Bangalore,99%,76 Patient Stories,₹400
Dr. Bhavana Patil,"MBBS, MD - Obstetrics & Gynaecology",Dentist,14 years experience overall,"Hebbal Kempapura,",Bangalore,98%,55 Patient Stories,₹500
Dr. Roshan Kumar,"MBBS, MS - Obstetrics & Gynaecology",Dentist,18 years experience overall,"JP Nagar,",Bangalore,97%,157 Patient Stories,₹400
Dr. Shambulinga,"MBBS, DGO, DNB - Obstetrics & Gynecology",Dentist,32 years experience overall,"HSR Layout,",Bangalore,92%,36 Patient Stories,₹300
Dr. Lakshmi Roopesh,"MBBS, DGO",Dentist,18 years experience overall,"HRBR Layout,",Bangalore,98%,182 Patient Stories,₹500
Dr. Meenakshi Rai Mukherjee,"MBBS, MD - Obstetrics & Gynaecology",Dentist,13 years experience overall,"HSR Layout,",Bangalore,67%,3 Patient Stories,₹500
Dr. Chetak Shetty,"MBBS, MD - Pediatrics",Dentist,24 years experience overall,"Rajajinagar,",Bangalore,99%,25 Patient Stories,₹300
Dr. Prafulla Biradar,"MBBS, MD - Pediatrics, DNB - Neonatology",Dentist,21 years experience overall,"Sahakaranagar,",Bangalore,99%,75 Patient Stories,₹400
Dr. Sandeep Hegde,"MBBS, Diploma in Child Health (DCH)",Dentist,29 years experience overall,"BTM Layout 2nd Stage,",Bangalore,99%,200 Patient Stories,₹400
Dr. Soumya Lakshmi T V,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,23 years experience overall,"Hebbal,",Bangalore,95%,27 Patient Stories,₹700
Dr. Gayathri B N,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,17 years experience overall,"Electronics City,",Bangalore,97%,127 Patient Stories,₹700
Dr. Bhawana Mishra,"MBBS, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,26 years experience overall,"JP Nagar,",Bangalore,97%,86 Patient Stories,₹750
Dr. Sumana,"MBBS, MD - Pediatrics, Diplomate of the American Board of Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",Gynecologist/Obstetrician,11 years experience overall,"Nagarbhavi 2nd Stage,",Bangalore,100%,3 Patient Stories,₹500
Dr. Hemanandini Jayaraman,"MD - Pediatrics, MBBS",Gynecologist/Obstetrician,28 years experience overall,"Old Airport Road,",Bangalore,95%,47 Patient Stories,₹750
Dr. Suma C,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",Gynecologist/Obstetrician,34 years experience overall,"Hebbal,",Bangalore,,,₹800
Dr. Shanthala Thuppanna,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,22 years experience overall,"Sarjapur Road,",Bangalore,84%,49 Patient Stories,₹700
Dr. Mala Sibal,"MBBS, DNB - Orthopedics/Orthopedic Surgery",Gynecologist/Obstetrician,34 years experience overall,"Old Airport Road,",Bangalore,91%,3 Patient Stories,₹750
Dr. Savitha Joshi,"MBBS, MS - Orthopaedics",Gynecologist/Obstetrician,45 years experience overall,"Rajajinagar,",Bangalore,,,₹500
Dr. Gayathri Karthik,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Gynecologist/Obstetrician,33 years experience overall,"Old Airport Road,",Bangalore,100%,8 Patient Stories,₹750
Dr. Sahana S,"MBBS, Diploma in Orthopaedics",Pediatrician,10 years experience overall,"Marathahalli,",Bangalore,,,₹850
Dr. Sandeep R,"MBBS, MS - Orthopaedics",Pediatrician,11 years experience overall,"Marathahalli,",Bangalore,,,₹850
Dr. H Musarrath Fatima,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",Pediatrician,8 years experience overall,"Bannerghatta Road,",Bangalore,,,₹800
Dr. Namratha Upadhya,"MS - Orthopaedics, MBBS",Pediatrician,10 years experience overall,"JP Nagar,",Bangalore,,,₹1100
Dr. Vasudha N R,"MS - Orthopaedics, MBBS",Pediatrician,5 years experience overall,"Marathahalli,",Bangalore,,,₹1100
Dr. Shila Narain,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Pediatrician,50 years experience overall,"Electronics City,",Bangalore,93%,23 Patient Stories,₹400
Dr. Usha Mallinath,"MBBS, MS - Orthopaedics",Pediatrician,21 years experience overall,"Whitefield,",Bangalore,96%,150 Patient Stories,₹900
Dr. Chetan Ginigeri,"MBBS, DVD",Pediatrician,21 years experience overall,"Hebbal,",Bangalore,97%,10 Patient Stories,₹700
Dr. Rakhi Sircar,"MBBS, DNB - Dermatology, Venereology & Leprosy, MD - Dermatology , Venereology & Leprosy",Pediatrician,29 years experience overall,"Hulimavu,",Bangalore,95%,14 Patient Stories,₹500
Dr. Shweta Kumari Singh,"MD - Dermatology , Venereology & Leprosy, MBBS",Pediatrician,10 years experience overall,"Nagasandra,",Bangalore,,,₹400
Dr. C. P. Belliappa,"MBBS, DDVL",Orthopedist,19 years experience overall,"Sarjapur Road,",Bangalore,100%,7 Patient Stories,₹850
Dr. Narendra Rangappa,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,22 years experience overall,"Malleswaram,",Bangalore,25%,2 Patient Stories,₹650
Dr. Manohar C V,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,21 years experience overall,"Sarjapur Road,",Bangalore,67%,1 Patient Story,₹850
Dr. Prabhakaran D,"DDVL, MBBS",Orthopedist,18 years experience overall,"Malleswaram,",Bangalore,100%,2 Patient Stories,₹650
Dr. Ashish Philip Zachariah,"MBBS, DVD",Orthopedist,13 years experience overall,"JP Nagar,",Bangalore,100%,4 Patient Stories,₹650
Dr. Prashanth Kalale,"MBBS, DDVL",Orthopedist,23 years experience overall,"Koramangala 5 Block,",Bangalore,97%,312 Patient Stories,₹600
Dr. Somanna Malchira,"MBBS, DDVL",Orthopedist,16 years experience overall,"Hebbal,",Bangalore,96%,17 Patient Stories,₹900
Dr. Mallesh M,BPTh/BPT,Orthopedist,11 years experience overall,"Sarjapur Road,",Bangalore,100%,2 Patient Stories,₹650
